id,ride_id,customer_id,driver_id,pickup_area,dropoff_area,ride_start_time,ride_end_time,ride_duration_minutes,distance_km,fare_bdt,driver_rating,customer_rating,ride_status,cancellation_reason,payment_method
8562,R_208562,C_2892,D_3163,Old Dhaka,Baridhara,2024-01-20 07:03:00,2024-01-20 07:23:00,20,6.32,219.38,3.9,3.2,Completed,,Pathao Pay
8563,R_208563,C_4349,D_3676,Farmgate,Mirpur,2024-12-10 00:56:00,2024-12-10 01:40:00,44,8.66,188.85,3.2,3.1,Completed,,Nagad
8564,R_208564,C_4132,D_3320,Baridhara,Uttara,2024-08-21 11:10:00,2024-08-21 11:20:00,10,2,69.96,3.4,3.6,Completed,,Card
8565,R_208565,C_2365,D_3177,Gulshan,Khilgaon,2024-01-01 08:43:00,2024-01-01 09:00:00,17,3.95,153.12,4.9,4,Completed,,Pathao Pay
8566,R_208566,C_4225,D_3694,Savar,Mohakhali,2024-08-25 19:56:00,2024-08-25 20:01:00,5,1.69,70.16,4.2,3.3,Canceled,Incorrect pickup location,Pathao Pay
8567,R_208567,C_3926,D_3330,Dhanmondi,Banani,2024-03-22 20:46:00,2024-03-22 21:29:00,43,16.33,387.55,4.9,3.5,Completed,,Cash
8568,R_208568,C_2659,D_3380,Rampura,Bashundhara R/A,2024-11-26 08:12:00,2024-11-26 08:20:00,8,1.64,76.19,3.1,3.6,Completed,,Nagad
8569,R_208569,C_3677,D_3601,Mirpur,Motijheel,2024-02-13 05:12:00,2024-02-13 05:53:00,41,14.81,356.44,3.4,5,Completed,,bKash
8570,R_208570,C_4335,D_3344,Gulshan,Mohakhali,2024-10-10 12:42:00,2024-10-10 13:04:00,22,6.06,149.24,4.1,4.5,Completed,,bKash
8571,R_208571,C_3052,D_3204,Uttara,Bashundhara R/A,2024-03-26 06:12:00,2024-03-26 06:27:00,15,3.41,96.96,4.7,4.7,Completed,,Card
8572,R_208572,C_3212,D_3384,Baridhara,Old Dhaka,2024-01-10 18:05:00,2024-01-10 19:16:00,71,22.56,581.07,4.4,3.9,Completed,,Nagad
8573,R_208573,C_4285,D_3323,Old Dhaka,Farmgate,2024-08-23 20:59:00,2024-08-23 21:54:00,55,23.06,548.82,4.2,4.8,Completed,,bKash
8574,R_208574,C_3540,D_3684,Mohakhali,Khilgaon,2024-09-06 18:57:00,2024-09-06 19:51:00,54,14.31,354.08,4.2,4.9,Completed,,Pathao Pay
8575,R_208575,C_3969,D_3344,Dhanmondi,Farmgate,2024-09-12 11:10:00,2024-09-12 11:55:00,45,12.5,356.67,3,4.4,Completed,,Nagad
8576,R_208576,C_3760,D_3646,Old Dhaka,Dhanmondi,2024-06-22 01:54:00,2024-06-22 02:00:00,6,1.12,50,3.7,3.8,Completed,,Cash
8577,R_208577,C_3992,D_3134,Farmgate,Baridhara,2024-05-01 13:14:00,2024-05-01 14:22:00,68,18.69,431.9,4.4,4.6,Completed,,Pathao Pay
8578,R_208578,C_4435,D_3427,Savar,Banani,2024-01-04 21:17:00,2024-01-04 21:31:00,14,5.34,139.97,3.8,3.3,Completed,,Nagad
8579,R_208579,C_3006,D_3295,Banani,Uttara,2024-06-16 02:54:00,2024-06-16 03:31:00,37,13.39,404.98,4.1,3.3,Completed,,Cash
8580,R_208580,C_2994,D_3088,Rampura,Bashundhara R/A,2024-01-10 13:57:00,2024-01-10 14:02:00,5,2.14,88.62,3,3.8,Completed,,Cash
8581,R_208581,C_2199,D_3642,Uttara,Rampura,2024-05-24 04:43:00,2024-05-24 05:19:00,36,7.35,185.35,3.7,3.7,Completed,,bKash
8582,R_208582,C_3457,D_3048,Savar,Old Dhaka,2024-08-03 02:59:00,2024-08-03 03:43:00,44,15.63,421.84,4.2,4.3,Completed,,Card
8583,R_208583,C_3165,D_3657,Farmgate,Khilgaon,2024-09-06 06:02:00,2024-09-06 06:36:00,34,6.58,157.82,4.3,4.7,Completed,,Cash
8584,R_208584,C_4421,D_3101,Bashundhara R/A,Motijheel,2024-06-10 15:16:00,2024-06-10 15:34:00,18,6.95,161.52,4,3.4,Completed,,Pathao Pay
8585,R_208585,C_3153,D_3228,Gulshan,Cantonment,2024-03-28 16:33:00,2024-03-28 17:06:00,33,11.41,281.68,4.1,4.5,Completed,,Nagad
8586,R_208586,C_2898,D_3319,Old Dhaka,Baridhara,2024-10-11 13:08:00,2024-10-11 14:21:00,73,23.12,649.03,3,3.5,Canceled,Customer changed mind,Nagad
8587,R_208587,C_3849,D_3525,Khilgaon,Savar,2024-12-30 05:13:00,2024-12-30 06:14:00,61,23.9,535.47,3.2,4.6,Completed,,Nagad
8588,R_208588,C_2305,D_3316,Farmgate,Mohakhali,2024-03-14 04:32:00,2024-03-14 04:39:00,7,2.16,80.1,3.2,4.6,Completed,,bKash
8589,R_208589,C_4265,D_3453,Old Dhaka,Savar,2024-06-09 10:17:00,2024-06-09 10:55:00,38,12.8,385.95,3.8,3.1,Completed,,Pathao Pay
8590,R_208590,C_2742,D_3661,Motijheel,Mohakhali,2024-03-14 02:43:00,2024-03-14 03:48:00,65,11.99,359.37,3.9,3.7,Completed,,Cash
8591,R_208591,C_2209,D_3102,Banani,Rampura,2024-02-02 09:32:00,2024-02-02 09:59:00,27,6.66,153.38,4.2,3.7,Completed,,Card
8592,R_208592,C_4144,D_3060,Baridhara,Mirpur,2024-02-18 07:37:00,2024-02-18 08:20:00,43,11.26,305.78,4.3,4.3,Completed,,Pathao Pay
8593,R_208593,C_2646,D_3572,Motijheel,Banani,2024-12-19 10:29:00,2024-12-19 10:53:00,24,9.69,273.4,4.5,3.9,Completed,,Card
8594,R_208594,C_2765,D_3453,Dhanmondi,Khilgaon,2024-08-08 17:45:00,2024-08-08 18:25:00,40,12.43,356.77,3.8,4.3,Completed,,Pathao Pay
8595,R_208595,C_2033,D_3130,Gulshan,Farmgate,2024-12-25 12:34:00,2024-12-25 12:43:00,9,3.93,119.63,4,3.2,Completed,,Card
8596,R_208596,C_3166,D_3624,Mirpur,Cantonment,2024-10-06 02:05:00,2024-10-06 02:56:00,51,9.62,301.77,3.8,3.2,Completed,,Card
8597,R_208597,C_3911,D_3125,Bashundhara R/A,Khilgaon,2024-04-06 11:52:00,2024-04-06 12:46:00,54,23.38,656.29,3.5,4.5,Completed,,Cash
8598,R_208598,C_3776,D_3051,Banani,Dhanmondi,2024-05-02 06:50:00,2024-05-02 07:15:00,25,10.51,335.34,3.9,4.3,Completed,,Pathao Pay
8599,R_208599,C_2479,D_3607,Dhanmondi,Gulshan,2024-06-30 05:02:00,2024-06-30 05:58:00,56,21.87,525.22,4.3,4.4,Completed,,bKash
8600,R_208600,C_3776,D_3450,Dhanmondi,Banani,2024-03-10 01:59:00,2024-03-10 02:10:00,11,4.82,131.66,4.2,4.4,Completed,,bKash
8601,R_208601,C_4426,D_3393,Cantonment,Bashundhara R/A,2024-06-03 09:25:00,2024-06-03 10:30:00,65,19.26,439.22,4.2,3.9,Completed,,bKash
8602,R_208602,C_3939,D_3443,Baridhara,Farmgate,2024-11-08 03:40:00,2024-11-08 04:09:00,29,8.3,248.36,3.9,3.4,Completed,,Card
8603,R_208603,C_2317,D_3554,Old Dhaka,Uttara,2024-12-19 04:55:00,2024-12-19 05:37:00,42,17.7,483.42,4.2,4.4,Completed,,Nagad
8604,R_208604,C_3218,D_3056,Gulshan,Uttara,2024-05-19 13:40:00,2024-05-19 14:54:00,74,33.13,713.46,3.7,4.3,Completed,,bKash
8605,R_208605,C_3477,D_3172,Farmgate,Mohakhali,2024-06-29 20:38:00,2024-06-29 21:19:00,41,16.92,486.61,3.7,4.9,Completed,,Card
8606,R_208606,C_2405,D_3475,Uttara,Gulshan,2024-11-20 17:39:00,2024-11-20 18:14:00,35,6.75,155.32,3.2,3.2,Completed,,Nagad
8607,R_208607,C_3151,D_3437,Old Dhaka,Uttara,2024-06-07 04:18:00,2024-06-07 04:43:00,25,4.64,150.67,3.3,4.6,Completed,,Cash
8608,R_208608,C_3390,D_3697,Khilgaon,Gulshan,2024-07-24 13:21:00,2024-07-24 14:14:00,53,17.89,572.23,4.6,4.5,Completed,,bKash
8609,R_208609,C_2934,D_3366,Mirpur,Uttara,2024-01-21 09:33:00,2024-01-21 09:49:00,16,3.64,110.13,3.8,3.2,Completed,,Cash
8610,R_208610,C_3458,D_3361,Mohakhali,Farmgate,2024-08-07 00:14:00,2024-08-07 00:40:00,26,8.65,280.28,4.7,4.8,Completed,,Card
8611,R_208611,C_3484,D_3379,Motijheel,Dhanmondi,2024-06-23 12:47:00,2024-06-23 13:43:00,56,22.32,593.74,4,4.7,Completed,,bKash
8612,R_208612,C_3215,D_3084,Farmgate,Khilgaon,2024-11-22 07:10:00,2024-11-22 07:49:00,39,15.85,402.44,4.9,3.1,Canceled,Customer changed mind,Nagad
8613,R_208613,C_3043,D_3664,Mohakhali,Farmgate,2024-01-16 00:06:00,2024-01-16 00:58:00,52,18.53,543.84,3.1,4.4,Canceled,Incorrect pickup location,Nagad
8614,R_208614,C_3321,D_3195,Farmgate,Bashundhara R/A,2024-05-20 18:51:00,2024-05-20 19:18:00,27,12,326.04,4.4,3.1,Completed,,Nagad
8615,R_208615,C_2107,D_3128,Mohakhali,Banani,2024-04-12 08:18:00,2024-04-12 08:35:00,17,4.65,109.23,4,4.2,Completed,,bKash
8616,R_208616,C_3213,D_3695,Khilgaon,Gulshan,2024-08-08 01:46:00,2024-08-08 02:45:00,59,22.85,526.66,3.1,3.2,Completed,,Pathao Pay
8617,R_208617,C_2040,D_3630,Khilgaon,Savar,2024-11-08 06:42:00,2024-11-08 07:32:00,50,9.95,284.85,4.3,4.2,Completed,,Nagad
8618,R_208618,C_3645,D_3626,Uttara,Baridhara,2024-04-11 08:07:00,2024-04-11 08:27:00,20,4.98,135.33,4.9,4.7,Completed,,Card
8619,R_208619,C_2226,D_3283,Uttara,Banani,2024-01-10 11:54:00,2024-01-10 13:05:00,71,15.86,443.46,3.1,3.8,Completed,,bKash
8620,R_208620,C_2918,D_3437,Rampura,Mohakhali,2024-05-09 19:05:00,2024-05-09 19:35:00,30,9.28,257.51,3.5,4.3,Completed,,bKash
8621,R_208621,C_2581,D_3407,Bashundhara R/A,Gulshan,2024-11-04 12:20:00,2024-11-04 13:30:00,70,27.05,812.47,4.4,3.4,Completed,,Card
8622,R_208622,C_3216,D_3554,Farmgate,Dhanmondi,2024-02-04 02:36:00,2024-02-04 02:49:00,13,4.73,150.82,3.5,4.1,Completed,,Nagad
8623,R_208623,C_3900,D_3068,Savar,Dhanmondi,2024-01-07 12:17:00,2024-01-07 12:26:00,9,2.42,88.28,3.1,4.9,Completed,,Card
8624,R_208624,C_3146,D_3561,Baridhara,Dhanmondi,2024-01-08 22:13:00,2024-01-08 22:24:00,11,4.57,159.26,3.4,3.8,Completed,,Card
8625,R_208625,C_3244,D_3245,Dhanmondi,Baridhara,2024-06-08 08:52:00,2024-06-08 09:10:00,18,6.18,213.32,3.6,4.1,Completed,,Nagad
8626,R_208626,C_2370,D_3159,Banani,Dhanmondi,2024-11-21 19:31:00,2024-11-21 20:22:00,51,18.2,442.46,4.4,4.6,Completed,,bKash
8627,R_208627,C_3978,D_3054,Cantonment,Mohakhali,2024-01-30 11:32:00,2024-01-30 11:59:00,27,9.4,281.76,4.1,4.4,Completed,,Card
8628,R_208628,C_2803,D_3224,Farmgate,Motijheel,2024-08-22 12:23:00,2024-08-22 13:09:00,46,12.34,319.49,4.3,4.5,Completed,,Card
8629,R_208629,C_3787,D_3546,Gulshan,Cantonment,2024-11-16 23:43:00,2024-11-17 00:45:00,62,16.28,405.94,4.6,4.3,Completed,,Nagad
8630,R_208630,C_2830,D_3067,Khilgaon,Farmgate,2024-09-01 14:06:00,2024-09-01 15:19:00,73,18.88,492.46,3.5,4.6,Completed,,Nagad
8631,R_208631,C_4303,D_3532,Mirpur,Motijheel,2024-12-29 17:30:00,2024-12-29 18:44:00,74,19.95,571.95,3.5,4.1,Completed,,Card
8632,R_208632,C_3200,D_3217,Mirpur,Gulshan,2024-06-28 10:32:00,2024-06-28 10:57:00,25,6.56,201.19,3.9,3.1,Completed,,bKash
8633,R_208633,C_2741,D_3029,Baridhara,Farmgate,2024-11-27 05:14:00,2024-11-27 05:39:00,25,11.24,322.9,4.5,3.6,Completed,,Pathao Pay
8634,R_208634,C_3176,D_3180,Motijheel,Gulshan,2024-11-21 03:45:00,2024-11-21 04:58:00,73,22.56,692.79,3.4,3.3,Completed,,Card
8635,R_208635,C_2518,D_3041,Baridhara,Banani,2024-11-02 16:04:00,2024-11-02 17:18:00,74,23.28,682.36,3.7,3.5,Completed,,Card
8636,R_208636,C_2481,D_3025,Motijheel,Gulshan,2024-03-04 14:09:00,2024-03-04 15:15:00,66,19.72,583.55,3.1,4.4,Canceled,Incorrect pickup location,Nagad
8637,R_208637,C_4207,D_3173,Old Dhaka,Dhanmondi,2024-04-10 02:49:00,2024-04-10 03:25:00,36,8.12,196.25,3.6,3.7,Completed,,Pathao Pay
8638,R_208638,C_3838,D_3270,Farmgate,Khilgaon,2024-01-20 04:29:00,2024-01-20 04:50:00,21,8.4,270.08,3.2,3.8,Completed,,Pathao Pay
8639,R_208639,C_4183,D_3634,Savar,Cantonment,2024-12-18 10:21:00,2024-12-18 11:30:00,69,28.27,575.55,4.3,4.1,Canceled,Incorrect pickup location,bKash
8640,R_208640,C_2557,D_3457,Cantonment,Rampura,2024-03-01 19:00:00,2024-03-01 19:25:00,25,9.92,239.01,4.6,4.9,Completed,,bKash
8641,R_208641,C_2966,D_3626,Banani,Dhanmondi,2024-08-05 03:49:00,2024-08-05 04:15:00,26,5.11,170.18,4.3,4.7,Completed,,Nagad
8642,R_208642,C_2084,D_3107,Baridhara,Farmgate,2024-09-28 19:30:00,2024-09-28 19:42:00,12,4.05,142.13,4.5,4.4,Completed,,Nagad
8643,R_208643,C_2500,D_3273,Mirpur,Dhanmondi,2024-01-07 08:23:00,2024-01-07 08:56:00,33,10.02,228.9,3.2,3.4,Completed,,Card
8644,R_208644,C_3008,D_3063,Dhanmondi,Banani,2024-02-23 05:32:00,2024-02-23 06:32:00,60,25.71,712.67,3.7,3.8,Completed,,Card
8645,R_208645,C_3770,D_3068,Farmgate,Gulshan,2024-10-23 20:39:00,2024-10-23 21:13:00,34,14.94,318.36,4.8,4.2,Completed,,bKash
8646,R_208646,C_4066,D_3630,Dhanmondi,Khilgaon,2024-01-27 02:25:00,2024-01-27 02:45:00,20,7.69,239.86,4.3,3.6,Canceled,Traffic,Nagad
8647,R_208647,C_3989,D_3282,Mirpur,Cantonment,2024-11-22 21:33:00,2024-11-22 22:40:00,67,22.66,653.86,4.5,4.9,Completed,,Pathao Pay
8648,R_208648,C_3539,D_3330,Cantonment,Banani,2024-01-08 00:16:00,2024-01-08 00:58:00,42,18.33,447.83,4.7,3.4,Completed,,bKash
8649,R_208649,C_2708,D_3183,Mirpur,Uttara,2024-10-05 10:55:00,2024-10-05 11:16:00,21,5.18,139.15,3.8,5,Completed,,Nagad
8650,R_208650,C_2117,D_3082,Dhanmondi,Khilgaon,2024-04-26 15:31:00,2024-04-26 16:07:00,36,8.16,193.71,4.4,4.4,Completed,,Nagad
8651,R_208651,C_3631,D_3190,Khilgaon,Old Dhaka,2024-05-06 08:47:00,2024-05-06 09:27:00,40,12.05,294.1,4,3.7,Completed,,bKash
8652,R_208652,C_2040,D_3391,Baridhara,Farmgate,2024-08-31 06:49:00,2024-08-31 07:00:00,11,2.96,83.83,3.7,4.6,Completed,,bKash
8653,R_208653,C_3654,D_3010,Bashundhara R/A,Old Dhaka,2024-05-24 15:10:00,2024-05-24 16:11:00,61,27.35,593.56,3.6,3.3,Completed,,Pathao Pay
8654,R_208654,C_4087,D_3629,Baridhara,Banani,2024-11-22 05:22:00,2024-11-22 05:46:00,24,7.94,213.33,3.9,3.8,Completed,,Card
8655,R_208655,C_3476,D_3503,Gulshan,Old Dhaka,2024-11-12 08:41:00,2024-11-12 08:54:00,13,4.59,129.33,3.1,3.5,Completed,,Pathao Pay
8656,R_208656,C_4128,D_3465,Uttara,Banani,2024-05-12 12:41:00,2024-05-12 13:52:00,71,24.59,513.92,3.2,4.6,Completed,,Card
8657,R_208657,C_2910,D_3153,Banani,Gulshan,2024-05-14 14:46:00,2024-05-14 15:01:00,15,6.42,213.24,5,3.6,Completed,,bKash
8658,R_208658,C_2333,D_3498,Uttara,Mohakhali,2024-05-20 06:26:00,2024-05-20 06:35:00,9,2.61,107.8,4.6,4.5,Completed,,Nagad
8659,R_208659,C_2952,D_3054,Mohakhali,Rampura,2024-05-26 19:12:00,2024-05-26 20:15:00,63,15.77,430.84,3.7,4,Completed,,Cash
8660,R_208660,C_2479,D_3024,Rampura,Baridhara,2024-10-11 23:24:00,2024-10-11 23:39:00,15,3.52,122.7,3.5,3.6,Completed,,Pathao Pay
8661,R_208661,C_3532,D_3035,Dhanmondi,Gulshan,2024-09-25 03:13:00,2024-09-25 04:15:00,62,25.42,756.1,4.5,4.8,Completed,,Cash
8662,R_208662,C_2589,D_3401,Dhanmondi,Farmgate,2024-02-11 23:59:00,2024-02-12 00:14:00,15,3.66,89.11,4.8,4.2,Completed,,Cash
8663,R_208663,C_4352,D_3664,Savar,Cantonment,2024-12-20 03:01:00,2024-12-20 03:20:00,19,4.93,143.46,3.5,3.8,Completed,,Nagad
8664,R_208664,C_4324,D_3120,Old Dhaka,Baridhara,2024-04-30 15:39:00,2024-04-30 15:59:00,20,6.33,175.08,3.6,4.1,Canceled,Driver no-show,Card
8665,R_208665,C_3973,D_3276,Rampura,Baridhara,2024-04-18 15:54:00,2024-04-18 16:24:00,30,9.57,227.51,3.9,5,Completed,,Card
8666,R_208666,C_2047,D_3690,Rampura,Old Dhaka,2024-11-22 03:42:00,2024-11-22 04:04:00,22,4.76,148.66,3.8,4.6,Completed,,Card
8667,R_208667,C_3009,D_3333,Mirpur,Motijheel,2024-08-28 10:17:00,2024-08-28 10:44:00,27,6.19,145.24,4.6,4.7,Completed,,Nagad
8668,R_208668,C_2728,D_3472,Savar,Banani,2024-04-12 21:56:00,2024-04-12 22:38:00,42,10.05,302.04,4,3.6,Completed,,Nagad
8669,R_208669,C_4076,D_3269,Banani,Uttara,2024-07-15 07:42:00,2024-07-15 08:05:00,23,9.47,250,3.2,3.5,Completed,,bKash
8670,R_208670,C_2320,D_3326,Old Dhaka,Khilgaon,2024-03-07 16:26:00,2024-03-07 17:35:00,69,19.83,629.38,4.6,4.7,Completed,,bKash
8671,R_208671,C_2711,D_3212,Farmgate,Motijheel,2024-09-02 03:40:00,2024-09-02 04:04:00,24,4.84,148.31,4,3.4,Completed,,Pathao Pay
8672,R_208672,C_3022,D_3457,Mirpur,Bashundhara R/A,2024-02-12 06:49:00,2024-02-12 07:50:00,61,15.69,357.58,3.5,3.5,Canceled,Driver no-show,Card
8673,R_208673,C_4201,D_3042,Farmgate,Mirpur,2024-08-03 06:05:00,2024-08-03 06:32:00,27,5.24,192.84,4.2,4,Completed,,Cash
8674,R_208674,C_4461,D_3038,Mohakhali,Uttara,2024-12-29 21:05:00,2024-12-29 21:39:00,34,7.92,271.69,3.9,3.1,Completed,,bKash
8675,R_208675,C_3182,D_3590,Dhanmondi,Baridhara,2024-06-04 05:44:00,2024-06-04 06:11:00,27,10.61,276.77,5,4.3,Completed,,Pathao Pay
8676,R_208676,C_2230,D_3015,Farmgate,Baridhara,2024-05-10 16:55:00,2024-05-10 17:16:00,21,6.66,193.9,4.9,4.5,Canceled,Incorrect pickup location,Pathao Pay
8677,R_208677,C_3454,D_3051,Savar,Uttara,2024-02-17 05:30:00,2024-02-17 06:29:00,59,18.55,537.81,4.9,4.3,Completed,,Card
8678,R_208678,C_2090,D_3378,Mohakhali,Mirpur,2024-05-03 23:36:00,2024-05-04 00:34:00,58,23.88,746.43,3.8,4,Completed,,bKash
8679,R_208679,C_3875,D_3035,Gulshan,Cantonment,2024-06-19 19:33:00,2024-06-19 20:03:00,30,12.69,309.21,3.5,4.1,Completed,,Card
8680,R_208680,C_3649,D_3462,Farmgate,Khilgaon,2024-04-13 08:41:00,2024-04-13 09:04:00,23,5.91,148.99,4.9,3.5,Completed,,Nagad
8681,R_208681,C_3835,D_3564,Mirpur,Savar,2024-11-07 06:29:00,2024-11-07 06:40:00,11,3.6,121.46,4.6,4.2,Completed,,Cash
8682,R_208682,C_2781,D_3200,Uttara,Banani,2024-07-18 17:20:00,2024-07-18 18:06:00,46,10.78,261.39,3.2,4.2,Completed,,Nagad
8683,R_208683,C_4456,D_3554,Khilgaon,Mirpur,2024-08-27 06:38:00,2024-08-27 07:28:00,50,22.04,530.48,4.6,4.3,Completed,,bKash
8684,R_208684,C_3044,D_3490,Mirpur,Bashundhara R/A,2024-09-26 16:51:00,2024-09-26 17:27:00,36,10.33,270.33,3.7,3.8,Completed,,Pathao Pay
8685,R_208685,C_2010,D_3123,Gulshan,Banani,2024-02-18 02:07:00,2024-02-18 02:26:00,19,6.89,154.68,3.5,3.8,Completed,,Pathao Pay
8686,R_208686,C_4155,D_3345,Rampura,Farmgate,2024-12-04 13:23:00,2024-12-04 13:57:00,34,8.21,248.35,4,3,Completed,,Cash
8687,R_208687,C_4191,D_3621,Bashundhara R/A,Mirpur,2024-05-11 21:47:00,2024-05-11 22:34:00,47,13.71,386.09,3.6,3.5,Completed,,bKash
8688,R_208688,C_3019,D_3148,Motijheel,Banani,2024-12-02 14:47:00,2024-12-02 15:41:00,54,15.08,312.31,4,3.9,Completed,,Cash
8689,R_208689,C_2719,D_3260,Dhanmondi,Banani,2024-12-15 10:31:00,2024-12-15 10:44:00,13,4.29,118.33,4.4,3.2,Completed,,Card
8690,R_208690,C_2114,D_3488,Banani,Rampura,2024-09-28 22:12:00,2024-09-28 22:26:00,14,3.47,124.93,3.7,3.4,Completed,,Nagad
8691,R_208691,C_3539,D_3244,Gulshan,Khilgaon,2024-08-03 09:34:00,2024-08-03 10:10:00,36,12.55,297.84,3.5,3.9,Completed,,bKash
8692,R_208692,C_2469,D_3240,Baridhara,Khilgaon,2024-11-11 17:29:00,2024-11-11 18:12:00,43,10.49,318.7,3.4,5,Completed,,Nagad
8693,R_208693,C_3602,D_3087,Banani,Old Dhaka,2024-10-07 05:55:00,2024-10-07 06:56:00,61,26.74,572.55,4.2,4.2,Completed,,Nagad
8694,R_208694,C_3498,D_3062,Uttara,Farmgate,2024-03-26 09:59:00,2024-03-26 10:29:00,30,12.29,323.12,3.8,3.3,Completed,,Card
8695,R_208695,C_4465,D_3290,Savar,Mohakhali,2024-02-18 10:57:00,2024-02-18 11:27:00,30,11.76,346.46,4.9,4.9,Canceled,Traffic,Card
8696,R_208696,C_2158,D_3247,Mohakhali,Khilgaon,2024-01-25 07:42:00,2024-01-25 08:09:00,27,6.55,160.38,4.3,3.5,Completed,,Cash
8697,R_208697,C_3915,D_3339,Baridhara,Khilgaon,2024-10-16 13:59:00,2024-10-16 14:32:00,33,10.25,282.51,3.7,3.7,Completed,,Pathao Pay
8698,R_208698,C_3539,D_3433,Mohakhali,Motijheel,2024-09-17 06:42:00,2024-09-17 07:10:00,28,9.92,261.64,3.3,3.2,Canceled,Customer changed mind,Nagad
8699,R_208699,C_3372,D_3232,Gulshan,Banani,2024-10-30 07:16:00,2024-10-30 08:23:00,67,13.44,392.65,3.1,3.4,Completed,,Pathao Pay
8700,R_208700,C_4415,D_3177,Mirpur,Farmgate,2024-07-07 17:29:00,2024-07-07 17:38:00,9,2.22,90.12,3.9,3.3,Completed,,Pathao Pay
8701,R_208701,C_4286,D_3521,Gulshan,Old Dhaka,2024-02-14 11:08:00,2024-02-14 12:20:00,72,27.01,539.54,4.1,4,Completed,,Pathao Pay
8702,R_208702,C_3633,D_3213,Uttara,Motijheel,2024-12-25 02:00:00,2024-12-25 03:15:00,75,31.12,927.88,4.9,3.8,Completed,,Nagad
8703,R_208703,C_4053,D_3012,Dhanmondi,Banani,2024-03-09 07:39:00,2024-03-09 08:00:00,21,4.01,132.51,3.5,4,Completed,,Card
8704,R_208704,C_2111,D_3142,Baridhara,Bashundhara R/A,2024-09-09 18:07:00,2024-09-09 18:32:00,25,6.25,148.48,3.6,4.1,Completed,,Nagad
8705,R_208705,C_3461,D_3535,Motijheel,Farmgate,2024-09-28 13:44:00,2024-09-28 14:23:00,39,11.98,319.74,3.2,4.1,Completed,,Card
8706,R_208706,C_4421,D_3593,Dhanmondi,Savar,2024-06-20 06:13:00,2024-06-20 07:23:00,70,16.58,509.27,4.7,3.9,Completed,,Cash
8707,R_208707,C_4043,D_3418,Banani,Old Dhaka,2024-09-12 05:06:00,2024-09-12 05:30:00,24,9.28,228.43,4.9,3.3,Canceled,Driver no-show,Nagad
8708,R_208708,C_3025,D_3536,Savar,Cantonment,2024-01-02 01:36:00,2024-01-02 02:19:00,43,15.77,376.79,3.2,4.2,Completed,,Nagad
8709,R_208709,C_4432,D_3500,Mohakhali,Savar,2024-04-06 01:46:00,2024-04-06 02:23:00,37,6.68,198.51,4.4,4.7,Completed,,Cash
8710,R_208710,C_4313,D_3133,Old Dhaka,Uttara,2024-05-13 17:58:00,2024-05-13 18:38:00,40,10.9,293.49,3.5,4.4,Completed,,Pathao Pay
8711,R_208711,C_2261,D_3400,Motijheel,Old Dhaka,2024-09-23 20:36:00,2024-09-23 21:12:00,36,12.27,243.97,4.3,4.1,Completed,,Cash
8712,R_208712,C_4398,D_3481,Bashundhara R/A,Cantonment,2024-06-17 12:57:00,2024-06-17 13:16:00,19,7.05,212.19,3.9,4.3,Canceled,Incorrect pickup location,Card
8713,R_208713,C_2541,D_3578,Uttara,Mirpur,2024-05-03 13:09:00,2024-05-03 13:19:00,10,2.36,97.11,3.2,4.8,Completed,,Card
8714,R_208714,C_2282,D_3152,Farmgate,Rampura,2024-08-06 00:01:00,2024-08-06 00:46:00,45,18.22,409.31,3.5,3.3,Completed,,bKash
8715,R_208715,C_2903,D_3282,Dhanmondi,Gulshan,2024-09-22 13:41:00,2024-09-22 14:18:00,37,16.57,433.08,3.7,4.7,Completed,,Card
8716,R_208716,C_2813,D_3505,Gulshan,Mohakhali,2024-03-13 12:19:00,2024-03-13 13:03:00,44,12.09,330.33,3.9,3.1,Completed,,Card
8717,R_208717,C_4449,D_3372,Gulshan,Mohakhali,2024-12-30 22:12:00,2024-12-30 22:38:00,26,5.57,164.92,3.8,4.7,Completed,,Pathao Pay
8718,R_208718,C_2608,D_3563,Bashundhara R/A,Gulshan,2024-07-21 01:33:00,2024-07-21 02:14:00,41,14.78,324.49,4.3,4.4,Completed,,Pathao Pay
8719,R_208719,C_3177,D_3640,Baridhara,Farmgate,2024-08-16 02:44:00,2024-08-16 03:57:00,73,29.76,594.14,3.3,4.1,Completed,,Pathao Pay
8720,R_208720,C_3250,D_3330,Rampura,Savar,2024-11-12 16:58:00,2024-11-12 17:44:00,46,13.34,340.53,4.1,4.9,Completed,,Nagad
8721,R_208721,C_4456,D_3280,Savar,Rampura,2024-08-21 22:21:00,2024-08-21 22:44:00,23,7.14,189.01,4.1,4.8,Completed,,Pathao Pay
8722,R_208722,C_2770,D_3064,Savar,Baridhara,2024-12-07 13:58:00,2024-12-07 15:13:00,75,30.29,710.78,3.5,4.2,Completed,,Pathao Pay
8723,R_208723,C_4035,D_3503,Rampura,Bashundhara R/A,2024-05-11 13:30:00,2024-05-11 14:03:00,33,9.38,199.95,4.6,4.4,Completed,,Pathao Pay
8724,R_208724,C_4405,D_3422,Mirpur,Dhanmondi,2024-01-11 13:30:00,2024-01-11 14:24:00,54,13.8,424.57,3.8,4.6,Completed,,bKash
8725,R_208725,C_4246,D_3374,Gulshan,Cantonment,2024-09-05 06:23:00,2024-09-05 07:04:00,41,15.61,419.5,3.2,3.9,Completed,,Cash
